|M| = 0
make network |V|=2000 |E|=4000
                not_group                          group  
t, Accessible, ave_query, ave_time, TABLE_REQ
37 0.9669834917 0.9794897449 0.0255533837 0.97142857
38 0.9669834917 0.9309654827 0.0261644440 0.88571429
39 0.9649824912 1.1575787894 0.0313408066 1.08571429
40 0.9709854927 0.9509754877 0.0355611828 1.02857143
41 0.9719859930 0.9289644822 0.0283442615 0.68571429
42 0.9719859930 0.8894447224 0.0305248071 0.85714286
43 0.9739869935 0.9599799900 0.0397376130 1.02857143
44 0.9739869935 0.8489244622 0.0268188463 0.80000000
45 0.9744872436 0.9859929965 0.0338971869 0.82857143
46 0.9749874937 0.7513756878 0.0195570508 0.85714286
47 0.9734867434 0.7598799400 0.0213212274 0.65714286
48 0.9784892446 0.7593796898 0.0219159201 0.74285714
49 0.9799899950 0.6263131566 0.0202072970 0.60000000
50 0.9799899950 0.7018509255 0.0205772880 0.57142857
51 0.9799899950 0.7243621811 0.0302190211 0.97142857
52 0.9794897449 0.6383191596 0.0180934211 0.68571429
53 0.9799899950 0.6853426713 0.0197351298 0.71428571
54 0.9804902451 0.5987993997 0.0232380300 0.60000000
55 0.9809904952 0.6568284142 0.0290424808 0.74285714
56 0.9824912456 0.6468234117 0.0337284028 0.71428571
57 0.9834917459 0.5512756378 0.0206937262 0.34285714
58 0.9809904952 0.4927463732 0.0202846405 0.51428571
59 0.9824912456 0.5172586293 0.0216295230 0.34285714
access %, disaccess %
0.005443581911904991, 0.0662321648758147
|M| = 40
make network |V|=2000 |E|=4000
                not_group                          group  
t, Accessible, ave_query, ave_time, TABLE_REQ
00 0.8594297149 5.4697348674 0.1447454796 0.00000000
01 0.8979489745 1.7458729365 0.0272961728 0.00000000
02 0.9014507254 1.4852426213 0.0174264847 0.00000000
03 0.9049524762 1.4372186093 0.0152187279 0.00000000
04 0.9104552276 1.5717858929 0.0239487953 0.00000000
05 0.9054527264 1.5712856428 0.0185545011 0.00000000
06 0.9074537269 1.6008004002 0.0181722225 0.00000000
07 0.9024512256 1.9914957479 0.0307478028 0.00000000
08 0.9059529765 1.6133066533 0.0195149830 0.00000000
09 0.9064532266 1.9504752376 0.0233807435 0.00000000
10 0.9114557279 1.7353676838 0.0181234293 0.00000000
11 0.9189594797 1.6553276638 0.0176433565 0.00000000
12 0.9254627314 1.6048024012 0.0174831100 0.00000000
13 0.9304652326 1.6823411706 0.0221002221 0.00000000
14 0.9349674837 1.4887443722 0.0209454974 0.00000000
15 0.9434717359 1.3926963482 0.0253266130 0.00000000
16 0.9434717359 1.3496748374 0.0206913741 0.00000000
17 0.9409704852 1.3721860930 0.0214065876 0.00000000
18 0.9564782391 1.2611305653 0.0230350255 0.00000000
19 0.9554777389 1.3576788394 0.0221195282 0.00000000
20 0.9604802401 1.1575787894 0.0184026373 0.00000000
21 0.9619809905 1.1060530265 0.0163647896 0.00000000
22 0.9594797399 1.1875937969 0.0197507586 0.00000000
23 0.9549774887 1.2926463232 0.0229840738 0.00000000
24 0.9554777389 1.1740870435 0.0191583407 0.00000000
25 0.9549774887 1.2011005503 0.0182541396 0.00000000
26 0.9539769885 1.2811405703 0.0206621365 0.00000000
27 0.9569784892 1.1425712856 0.0165983366 0.00000000
28 0.9549774887 1.4237118559 0.0269254894 0.00000000
29 0.9589794897 1.3386693347 0.0226686430 0.00000000
30 0.9699849925 1.1500750375 0.0830829067 2.05000000
31 0.9709854927 0.8334167084 0.0226197807 0.92500000
32 0.9694847424 0.9594797399 0.0310778246 0.97500000
33 0.9694847424 0.8559279640 0.0329930271 1.17500000
34 0.9694847424 0.9474737369 0.0413348604 1.20000000
35 0.9674837419 1.1300650325 0.0503498847 1.32500000
36 0.9684842421 0.8804402201 0.0303517272 0.92500000
37 0.9699849925 0.8604302151 0.0243784259 0.97500000
38 0.9684842421 0.8269134567 0.0264678645 0.97500000
39 0.9694847424 1.0415207604 0.0391008423 1.25000000
40 0.9739869935 0.8254127064 0.0330835110 1.15000000
41 0.9759879940 0.8114057029 0.0226644391 0.82500000
42 0.9789894947 0.7003501751 0.0281760631 0.97500000
43 0.9789894947 0.7873936968 0.0365577043 1.05000000
44 0.9804902451 0.6648324162 0.0283346580 1.00000000
45 0.9799899950 0.7923961981 0.0335037466 1.00000000
46 0.9789894947 0.6673336668 0.0221938789 1.12500000
47 0.9794897449 0.7048524262 0.0226505215 0.95000000
48 0.9834917459 0.7093546773 0.0294411572 1.20000000
49 0.9839919960 0.6063031516 0.0228972774 1.00000000
50 0.9834917459 0.6633316658 0.0275373154 1.15000000
51 0.9829914957 0.7033516758 0.0390133571 1.52500000
52 0.9814907454 0.6648324162 0.0294376376 1.30000000
53 0.9819909955 0.6678339170 0.0226286852 1.17500000
54 0.9859929965 0.5527763882 0.0346581701 0.80000000
55 0.9859929965 0.5502751376 0.0423998433 0.82500000
56 0.9864932466 0.6138069035 0.0528879253 0.80000000
57 0.9879939970 0.4627313657 0.0266952377 0.40000000
58 0.9859929965 0.4252126063 0.0242139193 0.50000000
59 0.9859929965 0.4312156078 0.0178690016 0.25000000
access %, disaccess %
0.005310693010499101, 0.0650898423175651
|M| = 45
make network |V|=2000 |E|=4000
                not_group                          group  
t, Accessible, ave_query, ave_time, TABLE_REQ
00 0.8594297149 5.4697348674 0.1374030075 0.00000000
01 0.8979489745 1.7458729365 0.0221374610 0.00000000
02 0.9014507254 1.4852426213 0.0153141934 0.00000000
03 0.9049524762 1.4372186093 0.0132861300 0.00000000
04 0.9104552276 1.5717858929 0.0201858181 0.00000000
05 0.9054527264 1.5712856428 0.0160291468 0.00000000
06 0.9074537269 1.6008004002 0.0162370211 0.00000000
07 0.9024512256 1.9914957479 0.0263461170 0.00000000
08 0.9059529765 1.6133066533 0.0163728492 0.00000000
09 0.9064532266 1.9504752376 0.0211681379 0.00000000
10 0.9114557279 1.7353676838 0.0169321362 0.00000000
11 0.9189594797 1.6553276638 0.0167083695 0.00000000
12 0.9254627314 1.6048024012 0.0169927698 0.00000000
13 0.9304652326 1.6823411706 0.0216348308 0.00000000
14 0.9349674837 1.4887443722 0.0206786421 0.00000000
15 0.9434717359 1.3926963482 0.0250826756 0.00000000
16 0.9434717359 1.3496748374 0.0205148701 0.00000000
17 0.9409704852 1.3721860930 0.0214110253 0.00000000
18 0.9564782391 1.2611305653 0.0229154340 0.00000000
19 0.9554777389 1.3576788394 0.0218269722 0.00000000
20 0.9604802401 1.1575787894 0.0182161064 0.00000000
21 0.9619809905 1.1060530265 0.0161105416 0.00000000
22 0.9594797399 1.1875937969 0.0194714278 0.00000000
23 0.9549774887 1.2926463232 0.0226873859 0.00000000
24 0.9554777389 1.1740870435 0.0188452748 0.00000000
25 0.9549774887 1.2011005503 0.0179901025 0.00000000
26 0.9539769885 1.2811405703 0.0202845871 0.00000000
27 0.9569784892 1.1425712856 0.0161562276 0.00000000
28 0.9549774887 1.4237118559 0.0263747970 0.00000000
29 0.9589794897 1.3386693347 0.0222881424 0.00000000
30 0.9709854927 1.1150575288 0.1011174092 1.86666667
31 0.9714857429 0.7843921961 0.0232063057 0.73333333
32 0.9699849925 0.9234617309 0.0365887543 0.86666667
33 0.9699849925 0.8004002001 0.0356879537 0.97777778
34 0.9689844922 0.8894447224 0.0409688821 0.88888889
35 0.9654827414 1.1485742871 0.0612434953 1.15555556
36 0.9684842421 0.8629314657 0.0310077827 0.73333333
37 0.9704852426 0.8379189595 0.0311230700 0.75555556
38 0.9699849925 0.7998999500 0.0266294786 0.68888889
39 0.9704852426 1.0005002501 0.0561670136 1.04444444
40 0.9769884942 0.7653826913 0.0483226089 0.77777778
41 0.9799899950 0.7453726863 0.0345573499 0.48888889
42 0.9809904952 0.6473236618 0.0364689529 0.51111111
43 0.9824912456 0.7338669335 0.0522473146 0.64444444
44 0.9844922461 0.6323161581 0.0448381766 0.62222222
45 0.9819909955 0.7463731866 0.0453042287 0.60000000
46 0.9809904952 0.5842921461 0.0246486159 0.73333333
47 0.9804902451 0.6328164082 0.0244932981 0.57777778
48 0.9844922461 0.6143071536 0.0303998803 0.82222222
49 0.9849924962 0.5337668834 0.0328516478 0.73333333
50 0.9854927464 0.5922961481 0.0355535206 0.80000000
51 0.9839919960 0.6488244122 0.0461861475 1.20000000
52 0.9834917459 0.5952976488 0.0417952397 1.02222222
53 0.9829914957 0.6198099050 0.0331796746 0.88888889
54 0.9834917459 0.5742871436 0.0386247175 0.82222222
55 0.9804902451 0.6343171586 0.0400938290 0.93333333
56 0.9809904952 0.6918459230 0.0601131710 1.02222222
57 0.9809904952 0.5902951476 0.0350800375 0.82222222
58 0.9794897449 0.5422711356 0.0348037542 0.84444444
59 0.9794897449 0.5557778889 0.0268946682 0.66666667
access %, disaccess %
0.005205967646133958, 0.06524926686217009
|M| = 50
make network |V|=2000 |E|=4000
                not_group                          group  
t, Accessible, ave_query, ave_time, TABLE_REQ
00 0.8594297149 5.4697348674 0.1380474216 0.00000000
01 0.8979489745 1.7458729365 0.0222575876 0.00000000
02 0.9014507254 1.4852426213 0.0153443011 0.00000000
03 0.9049524762 1.4372186093 0.0133885264 0.00000000
04 0.9104552276 1.5717858929 0.0203230190 0.00000000
05 0.9054527264 1.5712856428 0.0161198146 0.00000000
06 0.9074537269 1.6008004002 0.0163192394 0.00000000
07 0.9024512256 1.9914957479 0.0264888537 0.00000000
08 0.9059529765 1.6133066533 0.0164851193 0.00000000
09 0.9064532266 1.9504752376 0.0213068197 0.00000000
10 0.9114557279 1.7353676838 0.0171187808 0.00000000
11 0.9189594797 1.6553276638 0.0167576844 0.00000000
12 0.9254627314 1.6048024012 0.0171406108 0.00000000
13 0.9304652326 1.6823411706 0.0217343987 0.00000000
14 0.9349674837 1.4887443722 0.0208187585 0.00000000
15 0.9434717359 1.3926963482 0.0252993732 0.00000000
16 0.9434717359 1.3496748374 0.0205781624 0.00000000
17 0.9409704852 1.3721860930 0.0212308168 0.00000000
18 0.9564782391 1.2611305653 0.0228303358 0.00000000
19 0.9554777389 1.3576788394 0.0220961908 0.00000000
20 0.9604802401 1.1575787894 0.0182181514 0.00000000
21 0.9619809905 1.1060530265 0.0161726756 0.00000000
22 0.9594797399 1.1875937969 0.0195451640 0.00000000
23 0.9549774887 1.2926463232 0.0227718322 0.00000000
24 0.9554777389 1.1740870435 0.0189651359 0.00000000
25 0.9549774887 1.2011005503 0.0180333745 0.00000000
26 0.9539769885 1.2811405703 0.0204207346 0.00000000
27 0.9569784892 1.1425712856 0.0162309585 0.00000000
28 0.9549774887 1.4237118559 0.0265022958 0.00000000
29 0.9589794897 1.3386693347 0.0224668451 0.00000000
30 0.9759879940 1.0460230115 0.1457175164 1.76000000
31 0.9764882441 0.6708354177 0.0269247302 0.38000000
32 0.9754877439 0.7973986993 0.0421178777 0.42000000
33 0.9744872436 0.7083541771 0.0402956305 0.62000000
34 0.9744872436 0.7833916958 0.0410552757 0.56000000
35 0.9724862431 1.0060030015 0.0627128119 0.72000000
36 0.9744872436 0.7748874437 0.0317479659 0.40000000
37 0.9759879940 0.7538769385 0.0345339987 0.54000000
38 0.9739869935 0.7158579290 0.0304871539 0.52000000
39 0.9744872436 0.8919459730 0.0603562781 0.74000000
40 0.9769884942 0.7508754377 0.0474729891 0.74000000
41 0.9769884942 0.7568784392 0.0345203019 0.62000000
42 0.9799899950 0.6683341671 0.0401486390 0.64000000
43 0.9804902451 0.7338669335 0.0434029354 0.62000000
44 0.9819909955 0.6373186593 0.0430193014 0.66000000
45 0.9834917459 0.7183591796 0.0623464853 0.56000000
46 0.9824912456 0.5427713857 0.0256582822 0.62000000
47 0.9814907454 0.5972986493 0.0302891839 0.50000000
48 0.9859929965 0.5547773887 0.0427041348 0.60000000
49 0.9864932466 0.4757378689 0.0433424734 0.60000000
50 0.9869934967 0.5292646323 0.0360611184 0.60000000
51 0.9859929965 0.5767883942 0.0566625328 1.04000000
52 0.9844922461 0.4907453727 0.0397625454 0.62000000
53 0.9854927464 0.4962481241 0.0284699246 0.48000000
54 0.9844922461 0.4792396198 0.0392982521 0.60000000
55 0.9819909955 0.5622811406 0.0415716547 0.84000000
56 0.9824912456 0.6443221611 0.0627906963 0.92000000
57 0.9829914957 0.5372686343 0.0326556601 0.80000000
58 0.9814907454 0.5132566283 0.0309799830 0.74000000
59 0.9824912456 0.5512756378 0.0302668397 0.68000000
access %, disaccess %
0.005199745247380498, 0.06580184245158864
