|M| = 0
make network |V|=2000 |E|=4000
                not_group                          group  
t, Accessible, ave_query, ave_time, TABLE_REQ
39 0.9569784892 1.3856928464 0.0198724264 0.00000000
40 0.9624812406 1.2016008004 0.0195838477 0.00000000
41 0.9674837419 1.1635817909 0.0223947337 0.00000000
42 0.9659829915 1.0700350175 0.0173603065 0.00000000
43 0.9679839920 1.0820410205 0.0164994744 0.00000000
44 0.9689844922 0.9554777389 0.0133945558 0.00000000
45 0.9674837419 1.1845922961 0.0192894517 0.00000000
46 0.9649824912 1.0865432716 0.0164314730 0.00000000
47 0.9654827414 1.0345172586 0.0143100953 0.00000000
48 0.9709854927 0.9819909955 0.0137407158 0.00000000
49 0.9734867434 0.8314157079 0.0098120978 0.00000000
50 0.9744872436 0.9209604802 0.0143134801 0.00000000
51 0.9744872436 0.9324662331 0.0136122445 0.00000000
52 0.9754877439 0.7943971986 0.0091925267 0.00000000
53 0.9774887444 0.8134067034 0.0116808908 0.00000000
54 0.9784892446 0.7638819410 0.0127643186 0.00000000
55 0.9764882441 0.8344172086 0.0147928397 0.00000000
56 0.9754877439 0.8294147074 0.0130177422 0.00000000
57 0.9759879940 0.8124062031 0.0136480694 0.00000000
58 0.9729864932 0.7663831916 0.0100932175 0.00000000
59 0.9729864932 0.8194097049 0.0117550625 0.00000000
access %, disaccess %
0.005490499240114905, 0.06517111511380383
|M| = 5
make network |V|=2000 |E|=4000
                not_group                          group  
t, Accessible, ave_query, ave_time, TABLE_REQ
00 0.8594297149 5.4697348674 0.1374319914 0.00000000
01 0.8979489745 1.7458729365 0.0221425937 0.00000000
02 0.9014507254 1.4852426213 0.0152452429 0.00000000
03 0.9049524762 1.4372186093 0.0132569348 0.00000000
04 0.9104552276 1.5717858929 0.0201503671 0.00000000
05 0.9054527264 1.5712856428 0.0161166799 0.00000000
06 0.9074537269 1.6008004002 0.0162761617 0.00000000
07 0.9024512256 1.9914957479 0.0264786174 0.00000000
08 0.9059529765 1.6133066533 0.0164407914 0.00000000
09 0.9064532266 1.9504752376 0.0212120835 0.00000000
10 0.9114557279 1.7353676838 0.0169910634 0.00000000
11 0.9189594797 1.6553276638 0.0167151673 0.00000000
12 0.9254627314 1.6048024012 0.0170482994 0.00000000
13 0.9304652326 1.6823411706 0.0216585878 0.00000000
14 0.9349674837 1.4887443722 0.0206444948 0.00000000
15 0.9434717359 1.3926963482 0.0250271855 0.00000000
16 0.9434717359 1.3496748374 0.0204772436 0.00000000
17 0.9409704852 1.3721860930 0.0210516350 0.00000000
18 0.9564782391 1.2611305653 0.0226800609 0.00000000
19 0.9554777389 1.3576788394 0.0218922261 0.00000000
20 0.9604802401 1.1575787894 0.0181714234 0.00000000
21 0.9619809905 1.1060530265 0.0161558124 0.00000000
22 0.9594797399 1.1875937969 0.0193983967 0.00000000
23 0.9549774887 1.2926463232 0.0226547230 0.00000000
24 0.9554777389 1.1740870435 0.0187314081 0.00000000
25 0.9549774887 1.2011005503 0.0179091585 0.00000000
26 0.9539769885 1.2811405703 0.0203109391 0.00000000
27 0.9569784892 1.1425712856 0.0161684593 0.00000000
28 0.9549774887 1.4237118559 0.0264381355 0.00000000
29 0.9589794897 1.3386693347 0.0222271817 0.00000000
30 0.9604802401 1.2906453227 0.0222129555 1.60000000
31 0.9604802401 1.1955977989 0.0183309006 1.20000000
32 0.9594797399 1.2671335668 0.0197750659 0.80000000
33 0.9604802401 1.2026013007 0.0184986539 0.80000000
34 0.9609804902 1.2381190595 0.0207822249 1.40000000
35 0.9569784892 1.4217108554 0.0251107830 1.00000000
36 0.9554777389 1.2231115558 0.0184547474 0.80000000
37 0.9574787394 1.2321160580 0.0183829080 1.00000000
38 0.9579789895 1.1870935468 0.0170871417 1.00000000
39 0.9574787394 1.3836918459 0.0202070469 1.00000000
40 0.9629814907 1.1965982991 0.0195190772 0.60000000
41 0.9664832416 1.1700850425 0.0214293628 0.80000000
42 0.9654827414 1.0770385193 0.0173170082 0.80000000
43 0.9689844922 1.0835417709 0.0171663193 0.80000000
44 0.9699849925 0.9479739870 0.0137935363 0.60000000
45 0.9679839920 1.1740870435 0.0188911386 0.80000000
46 0.9654827414 1.0820410205 0.0162787910 1.20000000
47 0.9654827414 1.0290145073 0.0142222151 1.20000000
48 0.9709854927 0.9859929965 0.0146978196 1.80000000
49 0.9734867434 0.8149074537 0.0090910199 1.00000000
50 0.9744872436 0.9119559780 0.0142935962 1.00000000
51 0.9739869935 0.9259629815 0.0132878726 1.20000000
52 0.9749874937 0.7983991996 0.0091717339 1.20000000
53 0.9774887444 0.8124062031 0.0117677410 1.40000000
54 0.9784892446 0.7503751876 0.0125475800 0.80000000
55 0.9774887444 0.8174087044 0.0146528308 0.80000000
56 0.9764882441 0.8119059530 0.0131459550 0.80000000
57 0.9769884942 0.7888944472 0.0137995551 0.80000000
58 0.9739869935 0.7478739370 0.0099895220 1.00000000
59 0.9734867434 0.7958979490 0.0114737595 0.80000000
access %, disaccess %
0.005498028263027077, 0.06544976155237625
|M| = 10
make network |V|=2000 |E|=4000
                not_group                          group  
t, Accessible, ave_query, ave_time, TABLE_REQ
00 0.8594297149 5.4697348674 0.1373186120 0.00000000
01 0.8979489745 1.7458729365 0.0221526939 0.00000000
02 0.9014507254 1.4852426213 0.0152118452 0.00000000
03 0.9049524762 1.4372186093 0.0132847627 0.00000000
04 0.9104552276 1.5717858929 0.0202232367 0.00000000
05 0.9054527264 1.5712856428 0.0160854817 0.00000000
06 0.9074537269 1.6008004002 0.0162145862 0.00000000
07 0.9024512256 1.9914957479 0.0264022210 0.00000000
08 0.9059529765 1.6133066533 0.0165760763 0.00000000
09 0.9064532266 1.9504752376 0.0211488417 0.00000000
10 0.9114557279 1.7353676838 0.0170331550 0.00000000
11 0.9189594797 1.6553276638 0.0167125521 0.00000000
12 0.9254627314 1.6048024012 0.0170418254 0.00000000
13 0.9304652326 1.6823411706 0.0217523283 0.00000000
14 0.9349674837 1.4887443722 0.0207400533 0.00000000
15 0.9434717359 1.3926963482 0.0250427967 0.00000000
16 0.9434717359 1.3496748374 0.0204407791 0.00000000
17 0.9409704852 1.3721860930 0.0209760789 0.00000000
18 0.9564782391 1.2611305653 0.0227366101 0.00000000
19 0.9554777389 1.3576788394 0.0218498295 0.00000000
20 0.9604802401 1.1575787894 0.0181357326 0.00000000
21 0.9619809905 1.1060530265 0.0160603137 0.00000000
22 0.9594797399 1.1875937969 0.0194139744 0.00000000
23 0.9549774887 1.2926463232 0.0225989144 0.00000000
24 0.9554777389 1.1740870435 0.0188809193 0.00000000
25 0.9549774887 1.2011005503 0.0179238613 0.00000000
26 0.9539769885 1.2811405703 0.0203144884 0.00000000
27 0.9569784892 1.1425712856 0.0161132216 0.00000000
28 0.9549774887 1.4237118559 0.0263325476 0.00000000
29 0.9589794897 1.3386693347 0.0222154043 0.00000000
30 0.9624812406 1.2406203102 0.0247100890 1.80000000
31 0.9629814907 1.1305652826 0.0188593104 1.10000000
32 0.9614807404 1.1440720360 0.0164389274 1.00000000
33 0.9624812406 1.0865432716 0.0156638826 0.90000000
34 0.9629814907 1.1370685343 0.0184368022 1.40000000
35 0.9589794897 1.3131565783 0.0219483253 1.10000000
36 0.9564782391 1.1365682841 0.0155611247 0.80000000
37 0.9584792396 1.1510755378 0.0153749748 1.00000000
38 0.9574787394 1.1330665333 0.0140362762 0.90000000
39 0.9574787394 1.3236618309 0.0176858315 0.90000000
40 0.9614807404 1.1505752876 0.0165309801 1.00000000
41 0.9644822411 1.1285642821 0.0177759405 1.10000000
42 0.9639819910 1.0065032516 0.0133454680 1.10000000
43 0.9669834917 1.1045522761 0.0177259804 0.80000000
44 0.9674837419 0.9949974987 0.0139203577 0.70000000
45 0.9684842421 1.1390695348 0.0196319294 0.70000000
46 0.9664832416 1.0300150075 0.0158532348 1.20000000
47 0.9669834917 0.9809904952 0.0143016915 1.10000000
48 0.9719859930 0.9144572286 0.0138622720 1.30000000
49 0.9744872436 0.7623811906 0.0093141489 0.70000000
50 0.9724862431 0.8504252126 0.0115049987 1.00000000
51 0.9739869935 0.8564282141 0.0119750524 1.00000000
52 0.9749874937 0.7623811906 0.0094160300 1.30000000
53 0.9734867434 0.7983991996 0.0104553100 1.20000000
54 0.9759879940 0.7243621811 0.0115142402 0.80000000
55 0.9729864932 0.8194097049 0.0132368199 0.70000000
56 0.9719859930 0.8204102051 0.0123801555 0.90000000
57 0.9704852426 0.8204102051 0.0132409174 1.00000000
58 0.9679839920 0.7633816908 0.0087997926 1.00000000
59 0.9669834917 0.8149074537 0.0105462616 0.90000000
access %, disaccess %
0.005351258732041651, 0.06422167889160554
|M| = 15
make network |V|=2000 |E|=4000
                not_group                          group  
t, Accessible, ave_query, ave_time, TABLE_REQ
00 0.8594297149 5.4697348674 0.1373613219 0.00000000
01 0.8979489745 1.7458729365 0.0220750622 0.00000000
02 0.9014507254 1.4852426213 0.0152041628 0.00000000
03 0.9049524762 1.4372186093 0.0132505108 0.00000000
04 0.9104552276 1.5717858929 0.0203154168 0.00000000
05 0.9054527264 1.5712856428 0.0160381639 0.00000000
06 0.9074537269 1.6008004002 0.0162390680 0.00000000
07 0.9024512256 1.9914957479 0.0263282009 0.00000000
08 0.9059529765 1.6133066533 0.0163792867 0.00000000
09 0.9064532266 1.9504752376 0.0211594652 0.00000000
10 0.9114557279 1.7353676838 0.0169943507 0.00000000
11 0.9189594797 1.6553276638 0.0166896035 0.00000000
12 0.9254627314 1.6048024012 0.0170046546 0.00000000
13 0.9304652326 1.6823411706 0.0217881095 0.00000000
14 0.9349674837 1.4887443722 0.0207238364 0.00000000
15 0.9434717359 1.3926963482 0.0249475957 0.00000000
16 0.9434717359 1.3496748374 0.0204367819 0.00000000
17 0.9409704852 1.3721860930 0.0209612987 0.00000000
18 0.9564782391 1.2611305653 0.0227103319 0.00000000
19 0.9554777389 1.3576788394 0.0218498229 0.00000000
20 0.9604802401 1.1575787894 0.0181275113 0.00000000
21 0.9619809905 1.1060530265 0.0160557507 0.00000000
22 0.9594797399 1.1875937969 0.0194114817 0.00000000
23 0.9549774887 1.2926463232 0.0226647677 0.00000000
24 0.9554777389 1.1740870435 0.0188236244 0.00000000
25 0.9549774887 1.2011005503 0.0179013591 0.00000000
26 0.9539769885 1.2811405703 0.0202458380 0.00000000
27 0.9569784892 1.1425712856 0.0160832852 0.00000000
28 0.9549774887 1.4237118559 0.0263300659 0.00000000
29 0.9589794897 1.3386693347 0.0221608283 0.00000000
30 0.9629814907 1.2376188094 0.0275078989 2.33333333
31 0.9634817409 1.1235617809 0.0193545769 1.46666667
32 0.9619809905 1.1410705353 0.0170168821 1.33333333
33 0.9624812406 1.0850425213 0.0162294814 1.26666667
34 0.9624812406 1.1455727864 0.0199377464 1.80000000
35 0.9584792396 1.3231615808 0.0248007298 1.66666667
36 0.9579789895 1.1200600300 0.0170838628 1.33333333
37 0.9594797399 1.1315657829 0.0164259772 1.46666667
38 0.9584792396 1.1135567784 0.0151750815 1.60000000
39 0.9579789895 1.3016508254 0.0193161489 1.53333333
40 0.9629814907 1.1345672836 0.0193423072 1.66666667
41 0.9659829915 1.1185592796 0.0201086255 1.40000000
42 0.9644822411 1.0440220110 0.0166883595 1.46666667
43 0.9679839920 1.1035517759 0.0190425452 1.46666667
44 0.9684842421 0.9834917459 0.0153176391 1.13333333
45 0.9689844922 1.1065532766 0.0214574131 1.33333333
46 0.9669834917 1.0020010005 0.0179594464 1.66666667
47 0.9664832416 0.9594797399 0.0152195254 1.40000000
48 0.9724862431 0.8854427214 0.0153968129 1.60000000
49 0.9749874937 0.7448724362 0.0100548075 1.13333333
50 0.9734867434 0.8004002001 0.0111114600 0.86666667
51 0.9739869935 0.8044022011 0.0116737364 1.13333333
52 0.9739869935 0.7523761881 0.0103725025 1.46666667
53 0.9729864932 0.7713856928 0.0105584578 1.20000000
54 0.9754877439 0.7278639320 0.0127853951 1.06666667
55 0.9729864932 0.7973986993 0.0128563550 0.93333333
56 0.9719859930 0.8179089545 0.0130831566 1.13333333
57 0.9704852426 0.7803901951 0.0135256639 1.00000000
58 0.9684842421 0.7613806903 0.0108151216 1.13333333
59 0.9674837419 0.7968984492 0.0120680861 0.86666667
access %, disaccess %
0.00537653301472397, 0.06479057591623037
|M| = 20
make network |V|=2000 |E|=4000
                not_group                          group  
t, Accessible, ave_query, ave_time, TABLE_REQ
00 0.8594297149 5.4697348674 0.1377118557 0.00000000
01 0.8979489745 1.7458729365 0.0221286700 0.00000000
02 0.9014507254 1.4852426213 0.0152934166 0.00000000
03 0.9049524762 1.4372186093 0.0132466741 0.00000000
04 0.9104552276 1.5717858929 0.0202215945 0.00000000
05 0.9054527264 1.5712856428 0.0160771127 0.00000000
06 0.9074537269 1.6008004002 0.0162031407 0.00000000
07 0.9024512256 1.9914957479 0.0264431791 0.00000000
08 0.9059529765 1.6133066533 0.0164579624 0.00000000
09 0.9064532266 1.9504752376 0.0212468297 0.00000000
10 0.9114557279 1.7353676838 0.0169606194 0.00000000
11 0.9189594797 1.6553276638 0.0166067589 0.00000000
12 0.9254627314 1.6048024012 0.0169249814 0.00000000
13 0.9304652326 1.6823411706 0.0217030926 0.00000000
14 0.9349674837 1.4887443722 0.0207079508 0.00000000
15 0.9434717359 1.3926963482 0.0250554196 0.00000000
16 0.9434717359 1.3496748374 0.0204048165 0.00000000
17 0.9409704852 1.3721860930 0.0209890819 0.00000000
18 0.9564782391 1.2611305653 0.0227187192 0.00000000
19 0.9554777389 1.3576788394 0.0218644136 0.00000000
20 0.9604802401 1.1575787894 0.0181458506 0.00000000
21 0.9619809905 1.1060530265 0.0161474677 0.00000000
22 0.9594797399 1.1875937969 0.0193777689 0.00000000
23 0.9549774887 1.2926463232 0.0226190807 0.00000000
24 0.9554777389 1.1740870435 0.0187395441 0.00000000
25 0.9549774887 1.2011005503 0.0179273312 0.00000000
26 0.9539769885 1.2811405703 0.0202136223 0.00000000
27 0.9569784892 1.1425712856 0.0161127517 0.00000000
28 0.9549774887 1.4237118559 0.0263010736 0.00000000
29 0.9589794897 1.3386693347 0.0221436956 0.00000000
30 0.9644822411 1.2361180590 0.0297822492 2.35000000
31 0.9649824912 1.0340170085 0.0171687306 1.15000000
32 0.9644822411 1.1020510255 0.0184502127 1.15000000
33 0.9639819910 1.0425212606 0.0167202627 1.05000000
34 0.9639819910 1.1095547774 0.0205205274 1.45000000
35 0.9599799900 1.3041520760 0.0262760522 1.40000000
36 0.9604802401 1.0845422711 0.0180891921 1.20000000
37 0.9614807404 1.1005502751 0.0178902552 1.30000000
38 0.9599799900 1.0565282641 0.0148094895 1.20000000
39 0.9604802401 1.2576288144 0.0204197988 1.30000000
40 0.9669834917 1.0595297649 0.0200925036 1.30000000
41 0.9694847424 1.0310155078 0.0211330012 1.30000000
42 0.9704852426 0.9424712356 0.0191495002 1.35000000
43 0.9724862431 0.9824912456 0.0179123319 1.20000000
44 0.9729864932 0.8899449725 0.0167851100 1.10000000
45 0.9734867434 1.0355177589 0.0203085059 1.15000000
46 0.9709854927 0.9564782391 0.0188017852 1.55000000
47 0.9709854927 0.9069534767 0.0152069259 1.25000000
48 0.9744872436 0.8884442221 0.0145013459 1.25000000
49 0.9759879940 0.7863931966 0.0107763617 1.30000000
50 0.9744872436 0.8449224612 0.0113024583 1.00000000
51 0.9754877439 0.8419209605 0.0135832094 1.10000000
52 0.9759879940 0.7953976988 0.0125795885 1.55000000
53 0.9759879940 0.7823911956 0.0109911858 1.20000000
54 0.9809904952 0.6798399200 0.0165116343 1.00000000
55 0.9804902451 0.6673336668 0.0173065056 0.90000000
56 0.9799899950 0.7433716858 0.0191765013 1.20000000
57 0.9809904952 0.6243121561 0.0132045407 0.45000000
58 0.9779889945 0.6308154077 0.0118291533 0.70000000
59 0.9789894947 0.6433216608 0.0113807679 0.35000000
access %, disaccess %
0.0054707089126966035, 0.06549846886696155
|M| = 25
make network |V|=2000 |E|=4000
                not_group                          group  
t, Accessible, ave_query, ave_time, TABLE_REQ
00 0.8594297149 5.4697348674 0.1375400913 0.00000000
01 0.8979489745 1.7458729365 0.0221300689 0.00000000
02 0.9014507254 1.4852426213 0.0152385921 0.00000000
03 0.9049524762 1.4372186093 0.0132184924 0.00000000
04 0.9104552276 1.5717858929 0.0201398539 0.00000000
05 0.9054527264 1.5712856428 0.0160673738 0.00000000
06 0.9074537269 1.6008004002 0.0161560498 0.00000000
07 0.9024512256 1.9914957479 0.0262446523 0.00000000
08 0.9059529765 1.6133066533 0.0163807650 0.00000000
09 0.9064532266 1.9504752376 0.0210870660 0.00000000
10 0.9114557279 1.7353676838 0.0168985911 0.00000000
11 0.9189594797 1.6553276638 0.0165946298 0.00000000
12 0.9254627314 1.6048024012 0.0169076917 0.00000000
13 0.9304652326 1.6823411706 0.0215896283 0.00000000
14 0.9349674837 1.4887443722 0.0207691568 0.00000000
15 0.9434717359 1.3926963482 0.0249902742 0.00000000
16 0.9434717359 1.3496748374 0.0204266140 0.00000000
17 0.9409704852 1.3721860930 0.0209894667 0.00000000
18 0.9564782391 1.2611305653 0.0226709420 0.00000000
19 0.9554777389 1.3576788394 0.0216988490 0.00000000
20 0.9604802401 1.1575787894 0.0181028061 0.00000000
21 0.9619809905 1.1060530265 0.0160046515 0.00000000
22 0.9594797399 1.1875937969 0.0192948937 0.00000000
23 0.9549774887 1.2926463232 0.0225777887 0.00000000
24 0.9554777389 1.1740870435 0.0187629730 0.00000000
25 0.9549774887 1.2011005503 0.0178029067 0.00000000
26 0.9539769885 1.2811405703 0.0202636430 0.00000000
27 0.9569784892 1.1425712856 0.0161120519 0.00000000
28 0.9549774887 1.4237118559 0.0267342011 0.00000000
29 0.9589794897 1.3386693347 0.0221276778 0.00000000
30 0.9634817409 1.2346173087 0.0376924915 2.12000000
31 0.9644822411 1.0770385193 0.0265378688 1.56000000
32 0.9644822411 1.1865932966 0.0278189833 1.28000000
33 0.9654827414 1.1045522761 0.0283892703 1.44000000
34 0.9664832416 1.1365682841 0.0261518362 1.24000000
35 0.9624812406 1.3151575788 0.0357544064 1.44000000
36 0.9634817409 1.0905452726 0.0246374781 1.04000000
37 0.9659829915 1.0820410205 0.0248683639 1.04000000
38 0.9644822411 1.0430215108 0.0210707161 0.96000000
39 0.9644822411 1.2346173087 0.0274410768 1.16000000
40 0.9699849925 1.0520260130 0.0259593826 1.04000000
41 0.9729864932 1.0375187594 0.0286468780 0.96000000
42 0.9714857429 0.9494747374 0.0257132021 0.92000000
43 0.9754877439 1.0090045023 0.0297771118 1.00000000
44 0.9744872436 0.9104552276 0.0208772191 0.72000000
45 0.9754877439 1.0315157579 0.0253057531 0.76000000
46 0.9744872436 0.8754377189 0.0205977180 0.96000000
47 0.9744872436 0.8224112056 0.0145640998 0.52000000
48 0.9784892446 0.8044022011 0.0154546129 0.60000000
49 0.9779889945 0.6933466733 0.0125111732 0.56000000
50 0.9769884942 0.7758879440 0.0150602546 0.44000000
51 0.9779889945 0.8104052026 0.0225421155 0.96000000
52 0.9774887444 0.7253626813 0.0160784019 0.72000000
53 0.9779889945 0.7783891946 0.0192261879 0.72000000
54 0.9794897449 0.6953476738 0.0195297087 0.60000000
55 0.9784892446 0.7433716858 0.0258197669 0.84000000
56 0.9794897449 0.7383691846 0.0292757154 0.72000000
57 0.9809904952 0.6033016508 0.0170317364 0.24000000
58 0.9784892446 0.5562781391 0.0112752577 0.28000000
59 0.9789894947 0.6038019010 0.0147662581 0.24000000
access %, disaccess %
0.0054656295984864415, 0.0667013167013167
|M| = 30
make network |V|=2000 |E|=4000
                not_group                          group  
t, Accessible, ave_query, ave_time, TABLE_REQ
00 0.8594297149 5.4697348674 0.1445417305 0.00000000
01 0.8979489745 1.7458729365 0.0221594997 0.00000000
02 0.9014507254 1.4852426213 0.0151913875 0.00000000
03 0.9049524762 1.4372186093 0.0131997052 0.00000000
04 0.9104552276 1.5717858929 0.0200101373 0.00000000
05 0.9054527264 1.5712856428 0.0159851045 0.00000000
06 0.9074537269 1.6008004002 0.0161890235 0.00000000
07 0.9024512256 1.9914957479 0.0262968181 0.00000000
08 0.9059529765 1.6133066533 0.0164327028 0.00000000
09 0.9064532266 1.9504752376 0.0211093015 0.00000000
10 0.9114557279 1.7353676838 0.0168372149 0.00000000
11 0.9189594797 1.6553276638 0.0165742525 0.00000000
12 0.9254627314 1.6048024012 0.0170409378 0.00000000
13 0.9304652326 1.6823411706 0.0216762214 0.00000000
14 0.9349674837 1.4887443722 0.0207153753 0.00000000
15 0.9434717359 1.3926963482 0.0250270983 0.00000000
16 0.9434717359 1.3496748374 0.0204314111 0.00000000
17 0.9409704852 1.3721860930 0.0210252245 0.00000000
18 0.9564782391 1.2611305653 0.0226855915 0.00000000
19 0.9554777389 1.3576788394 0.0217870936 0.00000000
20 0.9604802401 1.1575787894 0.0180783371 0.00000000
21 0.9619809905 1.1060530265 0.0160217259 0.00000000
22 0.9594797399 1.1875937969 0.0194593994 0.00000000
23 0.9549774887 1.2926463232 0.0226558922 0.00000000
24 0.9554777389 1.1740870435 0.0187680959 0.00000000
25 0.9549774887 1.2011005503 0.0180068856 0.00000000
26 0.9539769885 1.2811405703 0.0202135524 0.00000000
27 0.9569784892 1.1425712856 0.0160473387 0.00000000
28 0.9549774887 1.4237118559 0.0263653505 0.00000000
29 0.9589794897 1.3386693347 0.0222345862 0.00000000
30 0.9644822411 1.2276138069 0.0450417783 2.03333333
31 0.9649824912 1.0675337669 0.0299119800 1.36666667
32 0.9634817409 1.2101050525 0.0320645279 1.23333333
33 0.9644822411 1.0955477739 0.0320060508 1.53333333
34 0.9654827414 1.1280640320 0.0278289908 1.20000000
35 0.9614807404 1.3161580790 0.0391160398 1.36666667
36 0.9629814907 1.0635317659 0.0260431924 1.03333333
37 0.9649824912 1.0535267634 0.0247976125 0.96666667
38 0.9634817409 1.0235117559 0.0229406329 0.96666667
39 0.9629814907 1.2161080540 0.0296393509 1.13333333
40 0.9694847424 1.0335167584 0.0323572044 1.10000000
41 0.9724862431 1.0020010005 0.0313510914 0.83333333
42 0.9729864932 0.9069534767 0.0294558537 0.90000000
43 0.9754877439 1.0025012506 0.0339670244 1.10000000
44 0.9754877439 0.8829414707 0.0252949887 0.93333333
45 0.9754877439 1.0075037519 0.0279931947 0.93333333
46 0.9754877439 0.7873936968 0.0202861795 1.00000000
47 0.9744872436 0.8104052026 0.0178834216 0.66666667
48 0.9794897449 0.7743871936 0.0197619191 0.90000000
49 0.9804902451 0.6418209105 0.0149168925 0.66666667
50 0.9804902451 0.7193596798 0.0185095212 0.70000000
51 0.9809904952 0.7568784392 0.0289372074 1.20000000
52 0.9799899950 0.6613306653 0.0192322259 0.86666667
53 0.9809904952 0.6883441721 0.0189060743 0.80000000
54 0.9809904952 0.6153076538 0.0195443339 0.63333333
55 0.9819909955 0.6668334167 0.0263006679 0.83333333
56 0.9824912456 0.6628314157 0.0285399853 0.86666667
57 0.9834917459 0.5982991496 0.0186471136 0.50000000
58 0.9809904952 0.5572786393 0.0189071092 0.56666667
59 0.9814907454 0.5672836418 0.0154505257 0.33333333
access %, disaccess %
0.005480555409640875, 0.06680657572577825
|M| = 35
make network |V|=2000 |E|=4000
                not_group                          group  
t, Accessible, ave_query, ave_time, TABLE_REQ
00 0.8594297149 5.4697348674 0.1378889622 0.00000000
01 0.8979489745 1.7458729365 0.0221935149 0.00000000
02 0.9014507254 1.4852426213 0.0152844036 0.00000000
03 0.9049524762 1.4372186093 0.0133085504 0.00000000
04 0.9104552276 1.5717858929 0.0203010487 0.00000000
05 0.9054527264 1.5712856428 0.0161450594 0.00000000
06 0.9074537269 1.6008004002 0.0162976077 0.00000000
07 0.9024512256 1.9914957479 0.0264403492 0.00000000
08 0.9059529765 1.6133066533 0.0165566120 0.00000000
09 0.9064532266 1.9504752376 0.0214063085 0.00000000
10 0.9114557279 1.7353676838 0.0170358990 0.00000000
11 0.9189594797 1.6553276638 0.0167500413 0.00000000
12 0.9254627314 1.6048024012 0.0170993126 0.00000000
13 0.9304652326 1.6823411706 0.0217387395 0.00000000
14 0.9349674837 1.4887443722 0.0207624543 0.00000000
15 0.9434717359 1.3926963482 0.0252298015 0.00000000
16 0.9434717359 1.3496748374 0.0204935410 0.00000000
17 0.9409704852 1.3721860930 0.0210454582 0.00000000
18 0.9564782391 1.2611305653 0.0228189210 0.00000000
19 0.9554777389 1.3576788394 0.0218915805 0.00000000
20 0.9604802401 1.1575787894 0.0182509007 0.00000000
21 0.9619809905 1.1060530265 0.0162005710 0.00000000
22 0.9594797399 1.1875937969 0.0194440576 0.00000000
23 0.9549774887 1.2926463232 0.0227361520 0.00000000
24 0.9554777389 1.1740870435 0.0188606159 0.00000000
25 0.9549774887 1.2011005503 0.0179856431 0.00000000
26 0.9539769885 1.2811405703 0.0203413751 0.00000000
27 0.9569784892 1.1425712856 0.0161594798 0.00000000
28 0.9549774887 1.4237118559 0.0264539282 0.00000000
29 0.9589794897 1.3386693347 0.0222095507 0.00000000
30 0.9669834917 1.2101050525 0.0622315221 2.05714286
31 0.9684842421 0.9714857429 0.0317897589 1.00000000
32 0.9669834917 1.1185592796 0.0365261056 1.00000000
33 0.9684842421 0.9894947474 0.0350093366 1.20000000
34 0.9689844922 1.0225112556 0.0292252354 1.00000000
35 0.9639819910 1.2601300650 0.0435504457 1.31428571
36 0.9669834917 0.9794897449 0.0305009188 0.97142857
