#グループを作った際にそれまでの探索で見つけた候補ルートを一度削除してみた
|M| = 0
make network |V|=2000 |E|=4000
                not_group                          group  
t, Accessible, ave_query, ave_time, TABLE_REQ, ave_member_used ave_member_used_M=0
12 0.9289644822 1.4887443722 0.0162150322 0.00000000 0.00000000 0.00000000
13 0.9319659830 1.3071535768 0.0107099177 0.00000000 0.00000000 0.00000000
14 0.9309654827 1.4492246123 0.0144337736 0.00000000 0.00000000 0.00000000
15 0.9319659830 1.4712356178 0.0174869309 0.00000000 0.00000000 0.00000000
16 0.9314657329 1.2921460730 0.0113057742 0.00000000 0.00000000 0.00000000
17 0.9204602301 1.8494247124 0.0264409063 0.00000000 0.00000000 0.00000000
18 0.9299649825 1.4792396198 0.0209392917 0.00000000 0.00000000 0.00000000
19 0.9334667334 1.4242121061 0.0205275058 0.00000000 0.00000000 0.00000000
20 0.9324662331 1.4172086043 0.0173527986 0.00000000 0.00000000 0.00000000
21 0.9364682341 1.6713356678 0.0274966838 0.00000000 0.00000000 0.00000000
22 0.9414707354 1.4572286143 0.0249973170 0.00000000 0.00000000 0.00000000
23 0.9434717359 1.3721860930 0.0239299169 0.00000000 0.00000000 0.00000000
24 0.9454727364 1.3911955978 0.0207588147 0.00000000 0.00000000 0.00000000
25 0.9429714857 1.4402201101 0.0209220029 0.00000000 0.00000000 0.00000000
26 0.9394697349 1.5852926463 0.0222853788 0.00000000 0.00000000 0.00000000
27 0.9424712356 1.4687343672 0.0199637796 0.00000000 0.00000000 0.00000000
28 0.9424712356 1.3916958479 0.0178097913 0.00000000 0.00000000 0.00000000
29 0.9439719860 1.4432216108 0.0217121915 0.00000000 0.00000000 0.00000000
30 0.8069034517 5.9519759880 0.1136183400 10.08000000 96.12000000 63.60000000
31 0.8329164582 2.5187593797 0.0268572110 4.12000000 104.16000000 68.12000000
32 0.8404202101 2.1725862931 0.0185322281 3.64000000 106.28000000 66.08000000
33 0.8429214607 2.0905452726 0.0166205017 3.32000000 105.96000000 66.24000000
34 0.8659329665 2.0170085043 0.0202804577 2.88000000 108.56000000 68.44000000
35 0.8784392196 1.8834417209 0.0178449265 3.72000000 107.84000000 69.52000000
36 0.8799399700 1.7773886943 0.0146962505 2.52000000 107.04000000 68.68000000
37 0.8949474737 1.7588794397 0.0182648445 2.80000000 108.04000000 70.04000000
38 0.8964482241 1.6013006503 0.0150129147 2.40000000 108.40000000 70.36000000
39 0.8984492246 1.6903451726 0.0178396538 2.72000000 112.16000000 71.72000000
40 0.8974487244 1.8059029515 0.0221480572 2.84000000 111.76000000 70.64000000
41 0.8989494747 1.7038519260 0.0161887864 2.56000000 114.92000000 71.88000000
42 0.9049524762 1.6383191596 0.0155995296 2.36000000 116.88000000 73.32000000
43 0.9184592296 1.6948474237 0.0242060007 2.92000000 117.68000000 102.68000000
44 0.9144572286 1.7963981991 0.0258309939 2.64000000 118.24000000 81.36000000
45 0.9209604802 1.6508254127 0.0254294161 2.44000000 119.12000000 77.08000000
46 0.9239619810 1.5107553777 0.0196429805 2.24000000 120.80000000 77.24000000
47 0.9249624812 1.6668334167 0.0241195571 2.24000000 120.64000000 76.68000000
48 0.9374687344 1.3756878439 0.0192933824 1.88000000 123.84000000 78.80000000
49 0.9379689845 1.6733366683 0.0309390784 2.36000000 125.36000000 81.56000000
50 0.9429714857 1.3291645823 0.0206805539 1.88000000 129.40000000 85.36000000
51 0.9409704852 1.3901950975 0.0215416655 1.88000000 131.16000000 87.44000000
52 0.9449724862 1.2316158079 0.0168797320 1.80000000 133.00000000 90.48000000
53 0.9469734867 1.2651325663 0.0206326778 1.84000000 135.32000000 91.68000000
54 0.9529764882 1.2641320660 0.0246244846 1.56000000 135.40000000 90.88000000
55 0.9504752376 1.2156078039 0.0201501174 1.80000000 135.48000000 90.52000000
56 0.9424712356 1.2256128064 0.0166883080 1.92000000 134.32000000 90.80000000
57 0.9519759880 1.0000000000 0.0138109540 1.68000000 139.20000000 90.88000000
58 0.9444722361 1.0055027514 0.0104023096 1.80000000 137.88000000 90.96000000
59 0.9524762381 0.9534767384 0.0106038974 1.88000000 140.76000000 90.60000000
access %, disaccess %
0.009478931664362127, 0.0815021973631642
|M| = 30
make network |V|=2000 |E|=4000
                not_group                          group  
t, Accessible, ave_query, ave_time, TABLE_REQ, ave_member_used ave_member_used_M=0
00 0.8394197099 5.3521760880 0.1330967981 0.00000000 0.00000000 0.00000000
01 0.8869434717 2.2551275638 0.0310157920 0.00000000 0.00000000 0.00000000
02 0.8949474737 1.8369184592 0.0207805828 0.00000000 0.00000000 0.00000000
03 0.9069534767 1.7413706853 0.0188842829 0.00000000 0.00000000 0.00000000
04 0.9029514757 1.6488244122 0.0144736501 0.00000000 0.00000000 0.00000000
05 0.9074537269 1.6008004002 0.0145740827 0.00000000 0.00000000 0.00000000
06 0.9114557279 1.5872936468 0.0134365306 0.00000000 0.00000000 0.00000000
07 0.9094547274 1.6368184092 0.0136396881 0.00000000 0.00000000 0.00000000
08 0.9219609805 1.5747873937 0.0170210024 0.00000000 0.00000000 0.00000000
09 0.9249624812 1.4807403702 0.0141849288 0.00000000 0.00000000 0.00000000
10 0.9229614807 1.4837418709 0.0141678103 0.00000000 0.00000000 0.00000000
11 0.9244622311 1.4872436218 0.0130477538 0.00000000 0.00000000 0.00000000
12 0.9289644822 1.4887443722 0.0162132473 0.00000000 0.00000000 0.00000000
13 0.9319659830 1.3071535768 0.0106719948 0.00000000 0.00000000 0.00000000
14 0.9309654827 1.4492246123 0.0144005177 0.00000000 0.00000000 0.00000000
15 0.9319659830 1.4712356178 0.0174453040 0.00000000 0.00000000 0.00000000
16 0.9314657329 1.2921460730 0.0112586279 0.00000000 0.00000000 0.00000000
17 0.9204602301 1.8494247124 0.0262791707 0.00000000 0.00000000 0.00000000
18 0.9299649825 1.4792396198 0.0208482182 0.00000000 0.00000000 0.00000000
19 0.9334667334 1.4242121061 0.0204160310 0.00000000 0.00000000 0.00000000
20 0.9324662331 1.4172086043 0.0173100197 0.00000000 0.00000000 0.00000000
21 0.9364682341 1.6713356678 0.0273413604 0.00000000 0.00000000 0.00000000
22 0.9414707354 1.4572286143 0.0249328704 0.00000000 0.00000000 0.00000000
23 0.9434717359 1.3721860930 0.0233387679 0.00000000 0.00000000 0.00000000
24 0.9454727364 1.3911955978 0.0206249021 0.00000000 0.00000000 0.00000000
25 0.9429714857 1.4402201101 0.0207648814 0.00000000 0.00000000 0.00000000
26 0.9394697349 1.5852926463 0.0222899556 0.00000000 0.00000000 0.00000000
27 0.9424712356 1.4687343672 0.0198919468 0.00000000 0.00000000 0.00000000
28 0.9424712356 1.3916958479 0.0177287512 0.00000000 0.00000000 0.00000000
29 0.9439719860 1.4432216108 0.0216187646 0.00000000 0.00000000 0.00000000
30 0.8179089545 5.7978989495 0.1198243295 13.13333333 136.13333333 81.70000000
31 0.8399199600 2.4372186093 0.0273641885 4.96666667 138.73333333 85.36666667
32 0.8479239620 2.0510255128 0.0171846183 3.80000000 141.06666667 84.10000000
33 0.8504252126 1.9839919960 0.0166429448 3.70000000 141.13333333 84.03333333
34 0.8734367184 1.9014507254 0.0192862444 3.33333333 145.10000000 87.43333333
35 0.8909454727 1.7233616808 0.0181670492 3.83333333 154.56666667 90.50000000
36 0.8909454727 1.6253126563 0.0138129496 2.76666667 154.40000000 90.06666667
37 0.9024512256 1.6663331666 0.0186635869 3.43333333 153.26666667 89.80000000
38 0.9039519760 1.5287643822 0.0149229974 2.73333333 154.13333333 90.13333333
39 0.9069534767 1.6098049025 0.0170789302 2.96666667 157.86666667 92.06666667
40 0.9054527264 1.7528764382 0.0228852064 3.03333333 158.26666667 90.90000000
41 0.9054527264 1.6618309155 0.0161627213 2.83333333 159.60000000 92.83333333
42 0.9124562281 1.5997998999 0.0177129537 2.83333333 164.53333333 94.26666667
43 0.9269634817 1.6168084042 0.0249848838 3.23333333 173.33333333 119.10000000
44 0.9219609805 1.7093546773 0.0262330366 3.16666667 172.60000000 102.40000000
45 0.9264632316 1.5802901451 0.0249760998 2.83333333 167.00000000 97.63333333
46 0.9299649825 1.4522261131 0.0200148756 2.63333333 168.93333333 98.10000000
47 0.9309654827 1.5992996498 0.0246674170 2.76666667 169.86666667 96.06666667
48 0.9379689845 1.3681840920 0.0202097828 2.56666667 170.70000000 98.00000000
49 0.9374687344 1.6928464232 0.0319201947 3.33333333 170.70000000 100.66666667
50 0.9444722361 1.3231615808 0.0210079298 2.26666667 174.36666667 104.13333333
51 0.9424712356 1.3606803402 0.0217539145 2.06666667 176.83333333 106.06666667
52 0.9464732366 1.2026013007 0.0162869366 2.00000000 179.50000000 109.06666667
53 0.9499749875 1.2521260630 0.0217938916 2.16666667 180.46666667 109.40000000
54 0.9549774887 1.2126063032 0.0239223917 1.80000000 183.03333333 109.66666667
55 0.9519759880 1.1745872936 0.0197641468 1.76666667 182.06666667 109.06666667
56 0.9444722361 1.1780890445 0.0163195987 1.76666667 181.40000000 109.53333333
57 0.9529764882 0.9804902451 0.0140053048 1.60000000 185.23333333 109.26666667
58 0.9464732366 0.9804902451 0.0108628650 1.76666667 184.40000000 109.60000000
59 0.9554777389 0.9274637319 0.0106806090 1.80000000 186.46666667 109.50000000
access %, disaccess %
0.009287813373000036, 0.08175061932287365
|M| = 35
make network |V|=2000 |E|=4000
                not_group                          group  
t, Accessible, ave_query, ave_time, TABLE_REQ, ave_member_used ave_member_used_M=0
00 0.8394197099 5.3521760880 0.1322529713 0.00000000 0.00000000 0.00000000
01 0.8869434717 2.2551275638 0.0306188280 0.00000000 0.00000000 0.00000000
02 0.8949474737 1.8369184592 0.0206518322 0.00000000 0.00000000 0.00000000
03 0.9069534767 1.7413706853 0.0186980752 0.00000000 0.00000000 0.00000000
04 0.9029514757 1.6488244122 0.0143959136 0.00000000 0.00000000 0.00000000
05 0.9074537269 1.6008004002 0.0144011020 0.00000000 0.00000000 0.00000000
06 0.9114557279 1.5872936468 0.0133232760 0.00000000 0.00000000 0.00000000
07 0.9094547274 1.6368184092 0.0135660542 0.00000000 0.00000000 0.00000000
08 0.9219609805 1.5747873937 0.0169365015 0.00000000 0.00000000 0.00000000
09 0.9249624812 1.4807403702 0.0141442343 0.00000000 0.00000000 0.00000000
10 0.9229614807 1.4837418709 0.0140927251 0.00000000 0.00000000 0.00000000
11 0.9244622311 1.4872436218 0.0130221868 0.00000000 0.00000000 0.00000000
12 0.9289644822 1.4887443722 0.0160583517 0.00000000 0.00000000 0.00000000
13 0.9319659830 1.3071535768 0.0106176419 0.00000000 0.00000000 0.00000000
14 0.9309654827 1.4492246123 0.0143551638 0.00000000 0.00000000 0.00000000
15 0.9319659830 1.4712356178 0.0174056559 0.00000000 0.00000000 0.00000000
16 0.9314657329 1.2921460730 0.0111842640 0.00000000 0.00000000 0.00000000
17 0.9204602301 1.8494247124 0.0261834531 0.00000000 0.00000000 0.00000000
18 0.9299649825 1.4792396198 0.0207818968 0.00000000 0.00000000 0.00000000
19 0.9334667334 1.4242121061 0.0203488706 0.00000000 0.00000000 0.00000000
20 0.9324662331 1.4172086043 0.0171798768 0.00000000 0.00000000 0.00000000
21 0.9364682341 1.6713356678 0.0272274092 0.00000000 0.00000000 0.00000000
22 0.9414707354 1.4572286143 0.0247818285 0.00000000 0.00000000 0.00000000
23 0.9434717359 1.3721860930 0.0232719958 0.00000000 0.00000000 0.00000000
24 0.9454727364 1.3911955978 0.0205829976 0.00000000 0.00000000 0.00000000
25 0.9429714857 1.4402201101 0.0206747294 0.00000000 0.00000000 0.00000000
26 0.9394697349 1.5852926463 0.0220229116 0.00000000 0.00000000 0.00000000
27 0.9424712356 1.4687343672 0.0197939100 0.00000000 0.00000000 0.00000000
28 0.9424712356 1.3916958479 0.0177039353 0.00000000 0.00000000 0.00000000
29 0.9439719860 1.4432216108 0.0214865670 0.00000000 0.00000000 0.00000000
30 0.8199099550 5.7563781891 0.1178234896 12.28571429 131.17142857 77.11428571
31 0.8414207104 2.4192096048 0.0279415800 4.62857143 134.71428571 80.42857143
32 0.8494247124 2.0480240120 0.0183079329 3.65714286 137.11428571 79.82857143
33 0.8514257129 1.9749874937 0.0176407412 3.51428571 137.05714286 79.77142857
34 0.8739369685 1.8914457229 0.0200902844 3.14285714 140.34285714 83.02857143
35 0.8914457229 1.7268634317 0.0187753608 3.62857143 150.31428571 85.51428571
36 0.8914457229 1.6203101551 0.0135463273 2.57142857 150.14285714 85.37142857
37 0.9039519760 1.6623311656 0.0191491034 3.25714286 149.34285714 85.85714286
38 0.9074537269 1.5377688844 0.0158045361 2.74285714 149.08571429 84.88571429
39 0.9104552276 1.6018009005 0.0172775388 2.82857143 153.05714286 86.94285714
40 0.9094547274 1.7358679340 0.0231302598 2.97142857 154.02857143 86.48571429
41 0.9089544772 1.6508254127 0.0161567027 2.77142857 155.17142857 88.28571429
42 0.9129564782 1.6008004002 0.0164215348 2.65714286 157.34285714 89.37142857
43 0.9264632316 1.6568284142 0.0256215212 2.97142857 164.54285714 110.65714286
44 0.9214607304 1.7253626813 0.0263225293 2.80000000 163.82857143 97.08571429
45 0.9259629815 1.6103051526 0.0252807959 2.62857143 159.60000000 93.08571429
46 0.9289644822 1.4787393697 0.0200036413 2.45714286 160.31428571 93.80000000
47 0.9299649825 1.6268134067 0.0247766118 2.71428571 162.57142857 92.34285714
48 0.9299649825 1.4412206103 0.0186227288 2.34285714 160.85714286 94.20000000
49 0.9304652326 1.7958979490 0.0309502611 3.25714286 159.20000000 94.40000000
50 0.9369684842 1.4217108554 0.0201499501 2.25714286 163.00000000 97.37142857
51 0.9354677339 1.4582291146 0.0212456990 2.14285714 166.48571429 99.28571429
52 0.9399699850 1.2646323162 0.0158735591 1.97142857 168.97142857 101.71428571
53 0.9434717359 1.3251625813 0.0196968050 2.11428571 169.42857143 102.25714286
54 0.9509754877 1.2626313157 0.0232930644 1.82857143 170.82857143 102.85714286
55 0.9459729865 1.2741370685 0.0197461507 1.85714286 169.20000000 102.00000000
56 0.9414707354 1.2196098049 0.0160419006 1.91428571 170.85714286 102.08571429
57 0.9499749875 0.9964982491 0.0125223314 1.65714286 174.05714286 101.97142857
58 0.9439719860 0.9989994997 0.0094506414 1.77142857 172.82857143 102.25714286
59 0.9519759880 0.9489744872 0.0093545850 1.82857143 174.74285714 102.17142857
access %, disaccess %
0.009204458806869757, 0.08070785597381341
|M| = 40
make network |V|=2000 |E|=4000
                not_group                          group  
t, Accessible, ave_query, ave_time, TABLE_REQ, ave_member_used ave_member_used_M=0
00 0.8394197099 5.3521760880 0.1320310194 0.00000000 0.00000000 0.00000000
01 0.8869434717 2.2551275638 0.0305991987 0.00000000 0.00000000 0.00000000
02 0.8949474737 1.8369184592 0.0206049597 0.00000000 0.00000000 0.00000000
03 0.9069534767 1.7413706853 0.0187529201 0.00000000 0.00000000 0.00000000
04 0.9029514757 1.6488244122 0.0144197050 0.00000000 0.00000000 0.00000000
05 0.9074537269 1.6008004002 0.0144410342 0.00000000 0.00000000 0.00000000
06 0.9114557279 1.5872936468 0.0134048920 0.00000000 0.00000000 0.00000000
07 0.9094547274 1.6368184092 0.0135228144 0.00000000 0.00000000 0.00000000
08 0.9219609805 1.5747873937 0.0169357380 0.00000000 0.00000000 0.00000000
09 0.9249624812 1.4807403702 0.0141806273 0.00000000 0.00000000 0.00000000
10 0.9229614807 1.4837418709 0.0142707492 0.00000000 0.00000000 0.00000000
11 0.9244622311 1.4872436218 0.0130804953 0.00000000 0.00000000 0.00000000
12 0.9289644822 1.4887443722 0.0160800841 0.00000000 0.00000000 0.00000000
13 0.9319659830 1.3071535768 0.0105897666 0.00000000 0.00000000 0.00000000
14 0.9309654827 1.4492246123 0.0143637458 0.00000000 0.00000000 0.00000000
15 0.9319659830 1.4712356178 0.0174162593 0.00000000 0.00000000 0.00000000
16 0.9314657329 1.2921460730 0.0111780400 0.00000000 0.00000000 0.00000000
17 0.9204602301 1.8494247124 0.0262723655 0.00000000 0.00000000 0.00000000
18 0.9299649825 1.4792396198 0.0207712890 0.00000000 0.00000000 0.00000000
19 0.9334667334 1.4242121061 0.0203151588 0.00000000 0.00000000 0.00000000
20 0.9324662331 1.4172086043 0.0171932776 0.00000000 0.00000000 0.00000000
21 0.9364682341 1.6713356678 0.0272097317 0.00000000 0.00000000 0.00000000
22 0.9414707354 1.4572286143 0.0247885849 0.00000000 0.00000000 0.00000000
23 0.9434717359 1.3721860930 0.0232829697 0.00000000 0.00000000 0.00000000
24 0.9454727364 1.3911955978 0.0205437138 0.00000000 0.00000000 0.00000000
25 0.9429714857 1.4402201101 0.0206950330 0.00000000 0.00000000 0.00000000
26 0.9394697349 1.5852926463 0.0220649872 0.00000000 0.00000000 0.00000000
27 0.9424712356 1.4687343672 0.0197761551 0.00000000 0.00000000 0.00000000
28 0.9424712356 1.3916958479 0.0176187191 0.00000000 0.00000000 0.00000000
29 0.9439719860 1.4432216108 0.0215251836 0.00000000 0.00000000 0.00000000
30 0.8204102051 5.7403701851 0.1182578766 11.30000000 126.77500000 75.27500000
31 0.8419209605 2.4137068534 0.0280722958 4.32500000 130.37500000 78.72500000
32 0.8494247124 2.0470235118 0.0178781518 3.35000000 132.80000000 78.17500000
33 0.8529264632 1.9599799900 0.0166289127 3.25000000 133.97500000 78.57500000
34 0.8764382191 1.8784392196 0.0199116514 2.97500000 139.70000000 82.40000000
35 0.8944472236 1.6973486743 0.0190468394 3.30000000 148.55000000 84.75000000
36 0.8944472236 1.5842921461 0.0134143940 2.30000000 148.30000000 84.75000000
37 0.9074537269 1.6238119060 0.0195546363 2.90000000 148.50000000 85.05000000
38 0.9104552276 1.4992496248 0.0161399556 2.47500000 149.42500000 84.52500000
39 0.9139569785 1.5572786393 0.0171902428 2.67500000 152.87500000 86.12500000
40 0.9109554777 1.7458729365 0.0220663024 2.97500000 158.62500000 88.45000000
41 0.9119559780 1.6558279140 0.0206463040 2.70000000 155.00000000 90.05000000
42 0.9194597299 1.5197598799 0.0169117639 2.30000000 159.05000000 91.02500000
43 0.9324662331 1.5182591296 0.0235179184 2.47500000 166.20000000 109.95000000
44 0.9274637319 1.6118059030 0.0253658001 2.37500000 165.97500000 99.27500000
45 0.9344672336 1.4712356178 0.0233659536 2.20000000 165.85000000 95.45000000
46 0.9379689845 1.4502251126 0.0220993752 2.30000000 166.75000000 96.22500000
47 0.9394697349 1.5947973987 0.0276971387 2.72500000 170.70000000 95.00000000
48 0.9454727364 1.3436718359 0.0217096625 2.10000000 171.32500000 96.97500000
49 0.9479739870 1.7483741871 0.0330396022 2.87500000 171.12500000 96.80000000
50 0.9539769885 1.3551775888 0.0232867005 1.95000000 174.67500000 99.35000000
51 0.9519759880 1.3296648324 0.0221451715 1.77500000 177.40000000 100.72500000
52 0.9559779890 1.1570785393 0.0175488699 1.62500000 178.80000000 102.85000000
53 0.9589794897 1.1735867934 0.0217459406 1.62500000 180.52500000 103.92500000
54 0.9639819910 1.1620810405 0.0259669330 1.52500000 181.12500000 104.32500000
55 0.9584792396 1.1620810405 0.0228690424 1.65000000 179.20000000 103.62500000
56 0.9599799900 0.9719859930 0.0187154617 1.55000000 195.37500000 103.57500000
57 0.9599799900 0.9904952476 0.0170424991 1.50000000 182.12500000 103.55000000
58 0.9609804902 0.8534267134 0.0150480533 1.47500000 196.85000000 103.57500000
59 0.9584792396 0.9874937469 0.0163084355 2.05000000 195.40000000 103.47500000
access %, disaccess %
0.009045970882998817, 0.08219325649035872
|M| = 45
make network |V|=2000 |E|=4000
                not_group                          group  
t, Accessible, ave_query, ave_time, TABLE_REQ, ave_member_used ave_member_used_M=0
00 0.8394197099 5.3521760880 0.1314536162 0.00000000 0.00000000 0.00000000
01 0.8869434717 2.2551275638 0.0305099549 0.00000000 0.00000000 0.00000000
02 0.8949474737 1.8369184592 0.0205345757 0.00000000 0.00000000 0.00000000
03 0.9069534767 1.7413706853 0.0186191964 0.00000000 0.00000000 0.00000000
04 0.9029514757 1.6488244122 0.0142627513 0.00000000 0.00000000 0.00000000
05 0.9074537269 1.6008004002 0.0143099220 0.00000000 0.00000000 0.00000000
06 0.9114557279 1.5872936468 0.0133219970 0.00000000 0.00000000 0.00000000
07 0.9094547274 1.6368184092 0.0134885300 0.00000000 0.00000000 0.00000000
08 0.9219609805 1.5747873937 0.0169466756 0.00000000 0.00000000 0.00000000
09 0.9249624812 1.4807403702 0.0140908153 0.00000000 0.00000000 0.00000000
10 0.9229614807 1.4837418709 0.0140251994 0.00000000 0.00000000 0.00000000
11 0.9244622311 1.4872436218 0.0129975799 0.00000000 0.00000000 0.00000000
12 0.9289644822 1.4887443722 0.0159942119 0.00000000 0.00000000 0.00000000
13 0.9319659830 1.3071535768 0.0105360570 0.00000000 0.00000000 0.00000000
14 0.9309654827 1.4492246123 0.0142550290 0.00000000 0.00000000 0.00000000
15 0.9319659830 1.4712356178 0.0173705959 0.00000000 0.00000000 0.00000000
16 0.9314657329 1.2921460730 0.0111489253 0.00000000 0.00000000 0.00000000
17 0.9204602301 1.8494247124 0.0260777848 0.00000000 0.00000000 0.00000000
18 0.9299649825 1.4792396198 0.0206881872 0.00000000 0.00000000 0.00000000
19 0.9334667334 1.4242121061 0.0202308064 0.00000000 0.00000000 0.00000000
20 0.9324662331 1.4172086043 0.0171468334 0.00000000 0.00000000 0.00000000
21 0.9364682341 1.6713356678 0.0270390372 0.00000000 0.00000000 0.00000000
22 0.9414707354 1.4572286143 0.0246757137 0.00000000 0.00000000 0.00000000
23 0.9434717359 1.3721860930 0.0232188382 0.00000000 0.00000000 0.00000000
24 0.9454727364 1.3911955978 0.0204700001 0.00000000 0.00000000 0.00000000
25 0.9429714857 1.4402201101 0.0205958912 0.00000000 0.00000000 0.00000000
26 0.9394697349 1.5852926463 0.0218495274 0.00000000 0.00000000 0.00000000
27 0.9424712356 1.4687343672 0.0197305765 0.00000000 0.00000000 0.00000000
28 0.9424712356 1.3916958479 0.0175593677 0.00000000 0.00000000 0.00000000
29 0.9439719860 1.4432216108 0.0213596567 0.00000000 0.00000000 0.00000000
30 0.8304152076 5.6118059030 0.1178934322 12.28888889 146.77777778 77.08888889
31 0.8519259630 2.3346673337 0.0287364747 4.44444444 145.37777778 78.88888889
32 0.8584292146 1.9404702351 0.0180778023 3.33333333 147.95555556 78.60000000
33 0.8599299650 1.8704352176 0.0157884822 3.06666667 149.28888889 79.42222222
34 0.8839419710 1.7853926963 0.0193833806 2.73333333 155.24444444 82.95555556
35 0.8984492246 1.6233116558 0.0186621728 3.35555556 163.28888889 85.11111111
36 0.8984492246 1.5352676338 0.0133930604 2.11111111 163.51111111 85.31111111
37 0.9114557279 1.5792896448 0.0194480744 2.82222222 165.13333333 86.00000000
38 0.9134567284 1.4432216108 0.0156905556 2.53333333 165.02222222 84.77777778
39 0.9169584792 1.4992496248 0.0165938656 2.33333333 167.95555556 86.84444444
40 0.9149574787 1.6553276638 0.0211245451 2.75555556 173.24444444 88.86666667
41 0.9144572286 1.5732866433 0.0194440975 2.55555556 169.28888889 90.48888889
42 0.9204602301 1.4897448724 0.0167729620 2.17777778 169.91111111 90.55555556
43 0.9324662331 1.4517258629 0.0215611811 2.11111111 177.44444444 107.62222222
44 0.9284642321 1.5432716358 0.0238647648 2.02222222 177.84444444 98.57777778
45 0.9349674837 1.4122061031 0.0218953367 1.91111111 177.35555556 95.00000000
46 0.9379689845 1.3676838419 0.0203606511 2.04444444 177.84444444 95.86666667
47 0.9389694847 1.5497748874 0.0266449290 2.46666667 182.53333333 94.95555556
48 0.9449724862 1.3211605803 0.0215816392 2.00000000 181.95555556 96.95555556
49 0.9464732366 1.7218609305 0.0328887742 2.82222222 182.26666667 96.84444444
50 0.9524762381 1.3386693347 0.0229639681 1.93333333 185.26666667 99.11111111
51 0.9499749875 1.3071535768 0.0211495350 1.88888889 187.15555556 100.88888889
52 0.9539769885 1.1595797899 0.0177648355 1.75555556 188.35555556 102.77777778
53 0.9579789895 1.1865932966 0.0221128788 1.73333333 190.77777778 103.60000000
54 0.9624812406 1.1795897949 0.0269396613 1.55555556 190.37777778 103.88888889
55 0.9569784892 1.1650825413 0.0231125996 1.77777778 189.20000000 103.08888889
56 0.9584792396 0.9789894947 0.0193479232 1.64444444 204.91111111 102.97777778
57 0.9589794897 0.9879939970 0.0173166223 1.55555556 192.44444444 102.88888889
58 0.9594797399 0.8749374687 0.0155896288 1.55555556 206.66666667 102.91111111
59 0.9584792396 1.0020010005 0.0169428406 2.15555556 204.44444444 102.82222222
access %, disaccess %
0.008883592438112778, 0.08131676477000219
|M| = 50
make network |V|=2000 |E|=4000
                not_group                          group  
t, Accessible, ave_query, ave_time, TABLE_REQ, ave_member_used ave_member_used_M=0
00 0.8394197099 5.3521760880 0.1311920307 0.00000000 0.00000000 0.00000000
01 0.8869434717 2.2551275638 0.0304392733 0.00000000 0.00000000 0.00000000
02 0.8949474737 1.8369184592 0.0204261368 0.00000000 0.00000000 0.00000000
03 0.9069534767 1.7413706853 0.0185660054 0.00000000 0.00000000 0.00000000
04 0.9029514757 1.6488244122 0.0142852488 0.00000000 0.00000000 0.00000000
05 0.9074537269 1.6008004002 0.0144266891 0.00000000 0.00000000 0.00000000
06 0.9114557279 1.5872936468 0.0132433358 0.00000000 0.00000000 0.00000000
07 0.9094547274 1.6368184092 0.0134612722 0.00000000 0.00000000 0.00000000
08 0.9219609805 1.5747873937 0.0168234803 0.00000000 0.00000000 0.00000000
09 0.9249624812 1.4807403702 0.0140194709 0.00000000 0.00000000 0.00000000
10 0.9229614807 1.4837418709 0.0139179475 0.00000000 0.00000000 0.00000000
11 0.9244622311 1.4872436218 0.0129135521 0.00000000 0.00000000 0.00000000
12 0.9289644822 1.4887443722 0.0159642201 0.00000000 0.00000000 0.00000000
13 0.9319659830 1.3071535768 0.0105308387 0.00000000 0.00000000 0.00000000
14 0.9309654827 1.4492246123 0.0142237110 0.00000000 0.00000000 0.00000000
15 0.9319659830 1.4712356178 0.0172090510 0.00000000 0.00000000 0.00000000
16 0.9314657329 1.2921460730 0.0111690364 0.00000000 0.00000000 0.00000000
17 0.9204602301 1.8494247124 0.0259531684 0.00000000 0.00000000 0.00000000
18 0.9299649825 1.4792396198 0.0205445398 0.00000000 0.00000000 0.00000000
19 0.9334667334 1.4242121061 0.0201724377 0.00000000 0.00000000 0.00000000
20 0.9324662331 1.4172086043 0.0170820271 0.00000000 0.00000000 0.00000000
21 0.9364682341 1.6713356678 0.0270397581 0.00000000 0.00000000 0.00000000
22 0.9414707354 1.4572286143 0.0245935910 0.00000000 0.00000000 0.00000000
23 0.9434717359 1.3721860930 0.0231556675 0.00000000 0.00000000 0.00000000
24 0.9454727364 1.3911955978 0.0204110632 0.00000000 0.00000000 0.00000000
25 0.9429714857 1.4402201101 0.0206000367 0.00000000 0.00000000 0.00000000
26 0.9394697349 1.5852926463 0.0219493900 0.00000000 0.00000000 0.00000000
27 0.9424712356 1.4687343672 0.0196820048 0.00000000 0.00000000 0.00000000
28 0.9424712356 1.3916958479 0.0174732986 0.00000000 0.00000000 0.00000000
29 0.9439719860 1.4432216108 0.0213815025 0.00000000 0.00000000 0.00000000
30 0.8384192096 5.4637318659 0.1209481924 12.90000000 182.50000000 87.54000000
31 0.8589294647 2.2391195598 0.0289543858 4.24000000 178.36000000 86.70000000
32 0.8684342171 1.8124062031 0.0173840117 3.22000000 182.74000000 86.72000000
33 0.8699349675 1.7463731866 0.0152762865 2.86000000 183.02000000 88.02000000
34 0.8934467234 1.6608304152 0.0189594790 2.60000000 187.28000000 91.20000000
35 0.9074537269 1.4967483742 0.0174140653 3.08000000 197.34000000 95.20000000
36 0.9079539770 1.4157078539 0.0135821084 2.14000000 198.34000000 95.42000000
37 0.9174587294 1.4547273637 0.0181519303 2.70000000 200.20000000 96.18000000
