|M| = 15
make network |V|=2000 |E|=4000
                flare                          flare.re  
t, Accessible, ave_query, ave_time, TABLE_REQ
02 0.8810000000 1.7870000000 0.0141088703 0.00000000
03 0.8830000000 1.7570000000 0.0175865564 0.00000000
04 0.8870000000 1.7840000000 0.0190795465 0.00000000
05 0.8920000000 1.8140000000 0.0214058115 0.00000000
06 0.8960000000 1.7100000000 0.0164613631 0.00000000
07 0.8950000000 1.6380000000 0.0143354292 0.00000000
08 0.8970000000 1.6820000000 0.0156620729 0.00000000
09 0.9040000000 1.4670000000 0.0126936529 0.00000000
10 0.9100000000 1.5690000000 0.0151003444 0.00000000
11 0.9130000000 1.7500000000 0.0250946674 0.00000000
12 0.9110000000 1.9780000000 0.0245785265 0.00000000
13 0.9160000000 1.8330000000 0.0254630594 0.00000000
14 0.9150000000 1.7250000000 0.0222203119 0.00000000
15 0.9070000000 1.6580000000 0.0172166395 0.00000000
16 0.9110000000 1.5580000000 0.0159165130 0.00000000
17 0.9120000000 1.8090000000 0.0174437118 0.00000000
18 0.9130000000 1.7310000000 0.0173495562 0.00000000
19 0.9080000000 1.6250000000 0.0133084857 0.00000000
20 0.9100000000 1.6350000000 0.0126209500 0.00000000
21 0.9150000000 1.4940000000 0.0129114778 0.00000000
22 0.9190000000 1.3910000000 0.0106288960 0.00000000
23 0.9260000000 1.3870000000 0.0152499640 0.00000000
24 0.9290000000 1.1540000000 0.0088353012 0.00000000
25 0.9290000000 1.2800000000 0.0134090843 0.00000000
26 0.9280000000 1.1890000000 0.0106077065 0.00000000
27 0.9270000000 1.3110000000 0.0111153207 0.00000000
28 0.9300000000 1.2310000000 0.0096283753 0.00000000
29 0.9290000000 1.6600000000 0.0153091886 0.00000000
30 0.9470000000 1.5010000000 0.0303193467 11.44000000
31 0.9480000000 1.1960000000 0.0154237556 7.88000000
32 0.9480000000 1.2920000000 0.0153060760 10.60000000
33 0.9500000000 1.0950000000 0.0129204459 7.88000000
34 0.9500000000 1.0850000000 0.0136774445 7.96000000
35 0.9550000000 1.0470000000 0.0149766316 8.32000000
36 0.9550000000 1.0610000000 0.0181365488 9.00000000
37 0.9600000000 1.0160000000 0.0126515353 6.96000000
38 0.9610000000 1.0560000000 0.0125250762 7.64000000
39 0.9640000000 0.9970000000 0.0128503242 8.48000000
40 0.9640000000 1.0140000000 0.0117978172 8.04000000
41 0.9630000000 0.9420000000 0.0086506126 6.92000000
42 0.9600000000 1.1040000000 0.0137841549 8.88000000
43 0.9640000000 1.1130000000 0.0194406133 11.84000000
44 0.9710000000 0.8740000000 0.0118216181 8.28000000
45 0.9720000000 0.8770000000 0.0108664601 8.00000000
46 0.9710000000 0.9240000000 0.0123408291 8.84000000
47 0.9740000000 0.9340000000 0.0141163070 9.12000000
48 0.9730000000 1.0210000000 0.0137464244 8.88000000
49 0.9740000000 0.8930000000 0.0128998048 8.32000000
50 0.9740000000 0.8710000000 0.0109150639 8.08000000
51 0.9740000000 0.9610000000 0.0120640173 8.92000000
52 0.9730000000 0.9320000000 0.0137942820 7.88000000
53 0.9740000000 0.8810000000 0.0121527023 7.60000000
54 0.9740000000 0.8730000000 0.0094380927 7.08000000
55 0.9750000000 0.8370000000 0.0098042202 7.24000000
56 0.9730000000 0.8860000000 0.0143612497 7.68000000
57 0.9730000000 1.2280000000 0.0291373131 11.24000000
58 0.9710000000 1.1130000000 0.0225161512 9.48000000
59 0.9720000000 1.0900000000 0.0233658886 9.60000000
group member
362 438 351 435 364 1435 352 943 437 941 445 1462 927 353 355 430 1436 429 354 359 938 361 439 1439 440 
|M| = 30
make network |V|=2000 |E|=4000
                flare                          flare.re  
t, Accessible, ave_query, ave_time, TABLE_REQ
00 0.8380000000 5.4160000000 0.1329808319 0.00000000
01 0.8800000000 1.9580000000 0.0207673686 0.00000000
02 0.8810000000 1.7870000000 0.0141964624 0.00000000
03 0.8830000000 1.7570000000 0.0175825193 0.00000000
04 0.8870000000 1.7840000000 0.0190291917 0.00000000
05 0.8920000000 1.8140000000 0.0213749640 0.00000000
06 0.8960000000 1.7100000000 0.0165663321 0.00000000
07 0.8950000000 1.6380000000 0.0143728271 0.00000000
08 0.8970000000 1.6820000000 0.0154794197 0.00000000
09 0.9040000000 1.4670000000 0.0127655473 0.00000000
10 0.9100000000 1.5690000000 0.0150811298 0.00000000
11 0.9130000000 1.7500000000 0.0250970759 0.00000000
12 0.9110000000 1.9780000000 0.0245604336 0.00000000
13 0.9160000000 1.8330000000 0.0255306599 0.00000000
14 0.9150000000 1.7250000000 0.0222617593 0.00000000
15 0.9070000000 1.6580000000 0.0171112101 0.00000000
16 0.9110000000 1.5580000000 0.0160594079 0.00000000
17 0.9120000000 1.8090000000 0.0174696293 0.00000000
18 0.9130000000 1.7310000000 0.0174175043 0.00000000
19 0.9080000000 1.6250000000 0.0133104141 0.00000000
20 0.9100000000 1.6350000000 0.0126454520 0.00000000
21 0.9150000000 1.4940000000 0.0129854915 0.00000000
22 0.9190000000 1.3910000000 0.0106565838 0.00000000
23 0.9260000000 1.3870000000 0.0152039630 0.00000000
24 0.9290000000 1.1540000000 0.0089023058 0.00000000
25 0.9290000000 1.2800000000 0.0134585032 0.00000000
26 0.9280000000 1.1890000000 0.0106703134 0.00000000
27 0.9270000000 1.3110000000 0.0112065547 0.00000000
28 0.9300000000 1.2310000000 0.0097239442 0.00000000
29 0.9290000000 1.6600000000 0.0153304915 0.00000000
30 0.9540000000 1.4320000000 0.0332582223 11.26666667
31 0.9560000000 1.0520000000 0.0156577895 7.53333333
32 0.9560000000 1.1660000000 0.0155412307 9.53333333
33 0.9540000000 0.9730000000 0.0116811097 7.03333333
34 0.9550000000 0.9880000000 0.0145412881 7.23333333
35 0.9620000000 0.9440000000 0.0154809895 6.93333333
36 0.9610000000 1.0610000000 0.0210349989 8.93333333
37 0.9630000000 0.9750000000 0.0120276279 6.26666667
38 0.9620000000 1.0190000000 0.0145016272 7.33333333
39 0.9640000000 0.9770000000 0.0131062839 8.00000000
40 0.9650000000 0.9570000000 0.0109172320 7.43333333
41 0.9650000000 0.9020000000 0.0089481823 6.20000000
42 0.9610000000 1.0460000000 0.0133391058 7.63333333
43 0.9670000000 1.0610000000 0.0200269482 10.16666667
44 0.9710000000 0.8560000000 0.0135781627 7.30000000
45 0.9720000000 0.8320000000 0.0101176102 7.03333333
46 0.9710000000 0.8760000000 0.0130706511 7.60000000
47 0.9750000000 0.8760000000 0.0148705821 7.46666667
48 0.9730000000 0.9580000000 0.0149217100 7.70000000
49 0.9740000000 0.7960000000 0.0112085438 6.80000000
50 0.9730000000 0.8160000000 0.0107872243 7.10000000
51 0.9730000000 0.9050000000 0.0118845162 7.76666667
52 0.9720000000 0.8710000000 0.0143194647 7.60000000
53 0.9730000000 0.8340000000 0.0128039482 6.80000000
54 0.9730000000 0.7950000000 0.0086385074 6.13333333
55 0.9730000000 0.7900000000 0.0094796197 6.53333333
56 0.9720000000 0.8130000000 0.0136133652 6.86666667
57 0.9720000000 1.1740000000 0.0294650161 10.63333333
58 0.9730000000 1.0410000000 0.0234426420 9.03333333
59 0.9720000000 1.0060000000 0.0217778573 9.06666667
group member
362 438 351 364 435 1435 352 943 437 445 941 1462 927 353 444 944 355 945 430 1436 382 429 354 359 938 361 965 1439 439 440 
|M| = 15
make network |V|=2000 |E|=4000
                flare                          flare.re  
t, Accessible, ave_query, ave_time, TABLE_REQ
00 0.8140000000 5.7420000000 0.1350568242 0.00000000
01 0.8570000000 2.2310000000 0.0249533272 0.00000000
02 0.8640000000 1.9520000000 0.0178237441 0.00000000
03 0.8680000000 1.9520000000 0.0195808938 0.00000000
04 0.8630000000 2.1400000000 0.0236970394 0.00000000
05 0.8670000000 2.1170000000 0.0257259195 0.00000000
06 0.8800000000 1.8110000000 0.0173155577 0.00000000
07 0.8800000000 1.7140000000 0.0152917249 0.00000000
08 0.8910000000 1.9570000000 0.0251037648 0.00000000
09 0.8980000000 1.7680000000 0.0221250808 0.00000000
10 0.8990000000 1.6680000000 0.0175016601 0.00000000
11 0.8870000000 2.1030000000 0.0285470386 0.00000000
12 0.8930000000 2.2810000000 0.0290894260 0.00000000
13 0.9010000000 2.1290000000 0.0298045082 0.00000000
14 0.9000000000 2.0940000000 0.0254395130 0.00000000
15 0.8990000000 1.7870000000 0.0170337145 0.00000000
16 0.9050000000 1.7460000000 0.0161457837 0.00000000
17 0.9130000000 1.9110000000 0.0187814388 0.00000000
18 0.9190000000 1.7810000000 0.0170560579 0.00000000
19 0.9180000000 1.8310000000 0.0182951891 0.00000000
20 0.9250000000 1.6740000000 0.0148687756 0.00000000
21 0.9200000000 1.7100000000 0.0180892377 0.00000000
22 0.9310000000 1.5360000000 0.0152379529 0.00000000
23 0.9320000000 1.4350000000 0.0170609415 0.00000000
24 0.9360000000 1.3280000000 0.0138548076 0.00000000
25 0.9380000000 1.3070000000 0.0144405091 0.00000000
26 0.9430000000 1.2050000000 0.0142175159 0.00000000
27 0.9370000000 1.2490000000 0.0151617661 0.00000000
28 0.9350000000 1.1810000000 0.0111587446 0.00000000
29 0.9380000000 1.7350000000 0.0148996356 0.00000000
30 0.9640000000 1.1990000000 0.0268029635 17.20000000
31 0.9650000000 0.8260000000 0.0155738738 7.66666667
32 0.9580000000 1.0800000000 0.0242979007 12.93333333
33 0.9550000000 0.9320000000 0.0101233993 7.06666667
34 0.9480000000 1.1480000000 0.0194269085 11.13333333
35 0.9510000000 1.1640000000 0.0208624108 12.73333333
36 0.9550000000 1.0280000000 0.0159321144 13.06666667
37 0.9530000000 0.9410000000 0.0108235719 10.40000000
38 0.9570000000 0.9830000000 0.0173472941 11.73333333
39 0.9550000000 0.9720000000 0.0130743797 9.53333333
40 0.9580000000 1.0380000000 0.0162620246 9.26666667
41 0.9590000000 0.8190000000 0.0075653069 6.73333333
42 0.9620000000 0.8910000000 0.0112154603 7.86666667
43 0.9650000000 0.8310000000 0.0133721123 8.80000000
44 0.9640000000 0.9180000000 0.0165720060 9.73333333
45 0.9610000000 0.8610000000 0.0087858160 8.46666667
46 0.9610000000 0.9670000000 0.0131068277 10.46666667
47 0.9640000000 0.9200000000 0.0155019233 10.06666667
48 0.9630000000 1.0330000000 0.0129083092 9.26666667
49 0.9630000000 0.9860000000 0.0134498858 9.33333333
50 0.9610000000 1.0350000000 0.0155738852 10.80000000
51 0.9610000000 1.0160000000 0.0164843392 10.13333333
52 0.9580000000 0.9050000000 0.0110634975 8.00000000
53 0.9570000000 0.9890000000 0.0149311314 8.66666667
54 0.9550000000 0.9510000000 0.0113304780 8.20000000
55 0.9570000000 0.9980000000 0.0124792695 9.00000000
56 0.9590000000 0.9020000000 0.0128262384 8.13333333
57 0.9580000000 1.2750000000 0.0293964272 11.00000000
58 0.9550000000 1.1880000000 0.0274721875 9.86666667
59 0.9550000000 1.2200000000 0.0274395962 10.00000000
group member
438 934 364 1438 937 930 952 359 357 439 1439 933 355 931 928 
|M| = 20
make network |V|=2000 |E|=4000
                flare                          flare.re  
t, Accessible, ave_query, ave_time, TABLE_REQ
00 0.8140000000 5.7420000000 0.1369714677 0.00000000
01 0.8570000000 2.2310000000 0.0252417784 0.00000000
02 0.8640000000 1.9520000000 0.0180083358 0.00000000
03 0.8680000000 1.9520000000 0.0197222049 0.00000000
04 0.8630000000 2.1400000000 0.0240966206 0.00000000
05 0.8670000000 2.1170000000 0.0258608785 0.00000000
06 0.8800000000 1.8110000000 0.0174791138 0.00000000
07 0.8800000000 1.7140000000 0.0154723592 0.00000000
08 0.8910000000 1.9570000000 0.0254761932 0.00000000
09 0.8980000000 1.7680000000 0.0222692010 0.00000000
10 0.8990000000 1.6680000000 0.0176575768 0.00000000
11 0.8870000000 2.1030000000 0.0290120826 0.00000000
12 0.8930000000 2.2810000000 0.0294846935 0.00000000
13 0.9010000000 2.1290000000 0.0303360825 0.00000000
14 0.9000000000 2.0940000000 0.0258524761 0.00000000
15 0.8990000000 1.7870000000 0.0174262569 0.00000000
16 0.9050000000 1.7460000000 0.0165881391 0.00000000
17 0.9130000000 1.9110000000 0.0192081473 0.00000000
18 0.9190000000 1.7810000000 0.0175752573 0.00000000
19 0.9180000000 1.8310000000 0.0185338049 0.00000000
20 0.9250000000 1.6740000000 0.0152853990 0.00000000
21 0.9200000000 1.7100000000 0.0186422427 0.00000000
22 0.9310000000 1.5360000000 0.0155489671 0.00000000
23 0.9320000000 1.4350000000 0.0176689286 0.00000000
24 0.9360000000 1.3280000000 0.0143353922 0.00000000
25 0.9380000000 1.3070000000 0.0150336871 0.00000000
26 0.9430000000 1.2050000000 0.0147316422 0.00000000
27 0.9370000000 1.2490000000 0.0158217933 0.00000000
28 0.9350000000 1.1810000000 0.0116661515 0.00000000
29 0.9380000000 1.7350000000 0.0154825842 0.00000000
30 0.9640000000 1.1680000000 0.0277005677 14.15000000
31 0.9660000000 0.8260000000 0.0158819242 7.25000000
32 0.9610000000 1.1020000000 0.0249751048 10.55000000
33 0.9590000000 0.9260000000 0.0117994235 7.85000000
34 0.9520000000 1.1340000000 0.0232548990 11.00000000
35 0.9570000000 1.1530000000 0.0241676636 12.15000000
36 0.9590000000 1.0300000000 0.0183487735 12.00000000
37 0.9560000000 0.9340000000 0.0101425822 9.10000000
38 0.9590000000 0.9540000000 0.0149318163 10.15000000
39 0.9580000000 0.9460000000 0.0151151009 8.80000000
40 0.9590000000 0.9920000000 0.0144569631 8.30000000
41 0.9600000000 0.8210000000 0.0092658558 6.80000000
42 0.9620000000 0.8860000000 0.0123110516 7.40000000
43 0.9650000000 0.8090000000 0.0149518449 7.85000000
44 0.9640000000 0.9260000000 0.0187785892 8.80000000
45 0.9620000000 0.8470000000 0.0106147399 7.00000000
46 0.9620000000 0.9220000000 0.0135537460 8.05000000
47 0.9650000000 0.8680000000 0.0162299416 8.10000000
48 0.9640000000 0.9860000000 0.0132686169 7.50000000
49 0.9650000000 0.9490000000 0.0161597965 8.05000000
50 0.9640000000 0.9180000000 0.0134831469 7.80000000
51 0.9650000000 0.9410000000 0.0161335211 8.40000000
52 0.9620000000 0.8740000000 0.0146429627 7.90000000
53 0.9620000000 0.9510000000 0.0183803425 8.40000000
54 0.9600000000 0.8930000000 0.0120379710 7.75000000
55 0.9620000000 0.9280000000 0.0138757997 7.95000000
56 0.9620000000 0.8810000000 0.0125179574 7.65000000
57 0.9610000000 1.2880000000 0.0324878776 11.30000000
58 0.9580000000 1.1980000000 0.0289834347 10.35000000
59 0.9570000000 1.2580000000 0.0310330606 11.45000000
group member
438 934 364 1438 937 952 943 357 1462 933 444 355 944 928 931 382 930 359 439 1439 
|M| = 25
make network |V|=2000 |E|=4000
                flare                          flare.re  
t, Accessible, ave_query, ave_time, TABLE_REQ
00 0.8140000000 5.7420000000 0.1447113273 0.00000000
01 0.8570000000 2.2310000000 0.0266741989 0.00000000
02 0.8640000000 1.9520000000 0.0191489410 0.00000000
03 0.8680000000 1.9520000000 0.0208242538 0.00000000
04 0.8630000000 2.1400000000 0.0252948332 0.00000000
05 0.8670000000 2.1170000000 0.0274108095 0.00000000
06 0.8800000000 1.8110000000 0.0183565350 0.00000000
07 0.8800000000 1.7140000000 0.0161884227 0.00000000
08 0.8910000000 1.9570000000 0.0266562920 0.00000000
09 0.8980000000 1.7680000000 0.0234311254 0.00000000
10 0.8990000000 1.6680000000 0.0185813546 0.00000000
11 0.8870000000 2.1030000000 0.0304794505 0.00000000
12 0.8930000000 2.2810000000 0.0307320373 0.00000000
13 0.9010000000 2.1290000000 0.0315966039 0.00000000
14 0.9000000000 2.0940000000 0.0267396097 0.00000000
15 0.8990000000 1.7870000000 0.0179243217 0.00000000
16 0.9050000000 1.7460000000 0.0171261499 0.00000000
17 0.9130000000 1.9110000000 0.0199189956 0.00000000
18 0.9190000000 1.7810000000 0.0180519700 0.00000000
19 0.9180000000 1.8310000000 0.0192273197 0.00000000
20 0.9250000000 1.6740000000 0.0155911257 0.00000000
21 0.9200000000 1.7100000000 0.0190704453 0.00000000
22 0.9310000000 1.5360000000 0.0158658667 0.00000000
23 0.9320000000 1.4350000000 0.0179048917 0.00000000
24 0.9360000000 1.3280000000 0.0147084517 0.00000000
25 0.9380000000 1.3070000000 0.0150880430 0.00000000
26 0.9430000000 1.2050000000 0.0150557990 0.00000000
27 0.9370000000 1.2490000000 0.0160359254 0.00000000
28 0.9350000000 1.1810000000 0.0119020610 0.00000000
29 0.9380000000 1.7350000000 0.0156595044 0.00000000
30 0.9680000000 1.1330000000 0.0336248860 13.48000000
31 0.9690000000 0.7920000000 0.0170814810 7.60000000
32 0.9670000000 1.0220000000 0.0265599692 9.96000000
33 0.9620000000 0.8610000000 0.0110369072 7.96000000
34 0.9550000000 1.0670000000 0.0217825208 10.32000000
35 0.9600000000 1.1010000000 0.0248236213 11.00000000
36 0.9610000000 0.9890000000 0.0202466793 10.92000000
37 0.9590000000 0.9020000000 0.0116092770 8.72000000
38 0.9600000000 0.9500000000 0.0172878277 9.88000000
39 0.9590000000 0.9570000000 0.0168763442 9.64000000
40 0.9610000000 1.0190000000 0.0207526591 9.00000000
41 0.9630000000 0.8060000000 0.0103950908 7.52000000
42 0.9660000000 0.8340000000 0.0128148274 7.84000000
43 0.9680000000 0.7760000000 0.0176206834 8.08000000
44 0.9670000000 0.9000000000 0.0180718200 9.36000000
45 0.9650000000 0.8740000000 0.0131411107 8.00000000
46 0.9660000000 0.9300000000 0.0165632114 9.36000000
47 0.9690000000 0.9190000000 0.0182455831 9.44000000
48 0.9680000000 1.0550000000 0.0172702718 9.48000000
49 0.9680000000 1.0370000000 0.0184649334 10.08000000
50 0.9670000000 0.9590000000 0.0151609764 9.64000000
51 0.9650000000 0.9730000000 0.0158735883 9.68000000
52 0.9630000000 0.9400000000 0.0150926270 9.56000000
53 0.9620000000 1.0320000000 0.0188203561 10.68000000
54 0.9600000000 0.9720000000 0.0127225304 9.80000000
55 0.9620000000 1.0450000000 0.0164385431 10.80000000
56 0.9640000000 0.9830000000 0.0133374131 9.96000000
57 0.9650000000 1.3080000000 0.0444059834 16.48000000
58 0.9640000000 1.2220000000 0.0418359954 14.84000000
59 0.9600000000 1.2840000000 0.0443049567 15.16000000
group member
438 934 958 1464 364 1463 462 952 1438 937 943 357 1462 933 444 944 355 928 931 382 930 359 439 1439 381 
